TicketNumber,Latitude,Longitude,Zip,ClassificationType,Date,Time,Hour,CensusTract_2010,CensusBlock_2010,CountyName_2010,GEOID_2010,CensusTract_2010_ID,CensusTract_2010_NAME,CensusBlock_2010_ID,CensusBlock_2010_NAME
QL20002606,40.74718,-73.92331999999999,11104,P,04/09/2020,12:43 PM,12 PM,181.01,1000,Queens County,360810181011000,018101,Census Tract 181.01,1000,Block 1000
WL20003943,40.919540000000005,-73.85098,10704,P,04/09/2020,09:42 AM,09 AM,24.03,1008,Westchester County,361190024031008,002403,Census Tract 24.03,1008,Block 1008
WL20003944,40.93189,-73.77704,10804,M,04/09/2020,09:55 AM,09 AM,67,2008,Westchester County,361190067002008,006700,Census Tract 67,2008,Block 2008
WL20003945,40.92308,-73.7547,10538,M,04/09/2020,10:12 AM,10 AM,71,3012,Westchester County,361190071003012,007100,Census Tract 71,3012,Block 3012
WL20003947,40.95447,-73.79823,10804,M,04/09/2020,11:07 AM,11 AM,68.02,3024,Westchester County,361190068023024,006802,Census Tract 68.02,3024,Block 3024
XL20004450,40.826570000000004,-73.89972,10459,P,04/09/2020,08:59 AM,08 AM,131,3005,Bronx County,360050131003005,013100,Census Tract 131,3005,Block 3005
XL20004459,40.888490000000004,-73.85219000000001,10466,P,04/09/2020,01:23 PM,01 PM,404,3000,Bronx County,360050404003000,040400,Census Tract 404,3000,Block 3000
ML20005129,40.800940000000004,-73.96901,10025,P,04/10/2020,10:16 AM,10 AM,191,3001,New York County,360610191003001,019100,Census Tract 191,3001,Block 3001
ML20005133,40.755990000000004,-73.98475,10036,P,04/10/2020,02:18 PM,02 PM,119,1004,New York County,360610119001004,011900,Census Tract 119,1004,Block 1004
QL20002613,40.752109999999995,-73.9255,11101,M,04/10/2020,09:38 AM,09 AM,171,1003,Queens County,360810171001003,017100,Census Tract 171,1003,Block 1003
QL20002615,40.74025,-73.79143,11365,P,04/10/2020,11:29 AM,11 AM,1417,5002,Queens County,360811417005002,141700,Census Tract 1417,5002,Block 5002
WL20003962,41.30063,-73.7931,10598,M,04/10/2020,09:02 AM,09 AM,148.11,3012,Westchester County,361190148113012,014811,Census Tract 148.11,3012,Block 3012
WL20003965,41.07421,-73.85746,10591,M,04/10/2020,02:36 PM,02 PM,114,4014,Westchester County,361190114004014,011400,Census Tract 114,4014,Block 4014
QL20002622,40.74572,-73.78277,11365,M,04/11/2020,10:43 AM,10 AM,1409.02,1000,Queens County,360811409021000,140902,Census Tract 1409.02,1000,Block 1000
QL20002623,40.75182,-73.78004,11365,P,04/11/2020,12:29 PM,12 PM,1429,3000,Queens County,360811429003000,142900,Census Tract 1429,3000,Block 3000
WL20003987,40.92457,-73.80752,10803,M,04/11/2020,07:41 PM,07 PM,53,1000,Westchester County,361190053001000,005300,Census Tract 53,1000,Block 1000
WL20003989,41.218920000000004,-73.90991,10520,M,04/11/2020,08:01 PM,08 PM,139,4003,Westchester County,361190139004003,013900,Census Tract 139,4003,Block 4003
XL20004499,40.80891,-73.92238,10454,M,04/11/2020,04:32 PM,04 PM,39,5001,Bronx County,360050039005001,003900,Census Tract 39,5001,Block 5001
ML20005178,40.77053,-73.96844,10065,P,04/12/2020,05:44 PM,05 PM,143,1033,New York County,360610143001033,014300,Census Tract 143,1033,Block 1033
WL20003999,40.96485,-73.8786,10703,M,04/12/2020,05:13 PM,05 PM,8.01,1002,Westchester County,361190008011002,000801,Census Tract 8.01,1002,Block 1002
WL20004002,40.94328,-73.73833,10543,M,04/12/2020,10:24 PM,10 PM,72,4009,Westchester County,361190072004009,007200,Census Tract 72,4009,Block 4009
QL20002656,40.78131,-73.90878000000001,11105,P,04/14/2020,01:53 PM,01 PM,111,1000,Queens County,360810111001000,011100,Census Tract 111,1000,Block 1000
QL20002657,40.75377,-73.91858,11101,P,04/14/2020,02:02 PM,02 PM,159,3001,Queens County,360810159003001,015900,Census Tract 159,3001,Block 3001
QL20002661,40.72948,-73.73302,11427,P,04/14/2020,06:35 PM,06 PM,1621,2001,Queens County,360811621002001,162100,Census Tract 1621,2001,Block 2001
WL20004020,41.01574,-73.84325,10502,M,04/14/2020,10:56 AM,10 AM,106,1021,Westchester County,361190106001021,010600,Census Tract 106,1021,Block 1021
WL20004022,40.92433,-73.83206,10552,M,04/14/2020,11:29 AM,11 AM,39,1009,Westchester County,361190039001009,003900,Census Tract 39,1009,Block 1009
WL20004024,40.95432,-73.81212,10709,M,04/14/2020,12:31 PM,12 PM,51,2006,Westchester County,361190051002006,005100,Census Tract 51,2006,Block 2006
WL20004026,40.89694,-73.83859,10550,P,04/14/2020,01:36 PM,01 PM,26,1006,Westchester County,361190026001006,002600,Census Tract 26,1006,Block 1006
WL20004027,40.95496,-73.8127,10709,P,04/14/2020,01:59 PM,01 PM,51,2004,Westchester County,361190051002004,005100,Census Tract 51,2004,Block 2004
WL20004040,41.05855,-73.80308000000001,10523,M,04/14/2020,07:51 PM,07 PM,110,1024,Westchester County,361190110001024,011000,Census Tract 110,1024,Block 1024
WL20004041,40.9722,-73.79843000000001,10583,M,04/14/2020,08:24 PM,08 PM,50.01,1019,Westchester County,361190050011019,005001,Census Tract 50.01,1019,Block 1019
WL20004042,40.96785,-73.74101999999999,10543,M,04/14/2020,08:29 PM,08 PM,73,2012,Westchester County,361190073002012,007300,Census Tract 73,2012,Block 2012
WL20004043,40.98183,-73.87455,10706,P,04/14/2020,09:10 PM,09 PM,102,3009,Westchester County,361190102003009,010200,Census Tract 102,3009,Block 3009
XL20004549,40.84305,-73.83105,10461,P,04/14/2020,10:29 AM,10 AM,264,2000,Bronx County,360050264002000,026400,Census Tract 264,2000,Block 2000
ML20005231,40.8675,-73.92766,10034,M,04/15/2020,04:11 PM,04 PM,297,1000,New York County,360610297001000,029700,Census Tract 297,1000,Block 1000
WL20004050,40.95173,-73.86594000000001,10701,M,04/15/2020,11:31 AM,11 AM,17,2013,Westchester County,361190017002013,001700,Census Tract 17,2013,Block 2013
WL20004051,41.0385,-73.81121,10607,P,04/15/2020,11:39 AM,11 AM,109.03,3025,Westchester County,361190109033025,010903,Census Tract 109.03,3025,Block 3025
WL20004053,40.94489,-73.77642,10804,M,04/15/2020,12:18 PM,12 PM,67,3001,Westchester County,361190067003001,006700,Census Tract 67,3001,Block 3001
WL20004054,41.13147,-73.79505999999999,10570,M,04/15/2020,12:34 PM,12 PM,122,5028,Westchester County,361190122005028,012200,Census Tract 122,5028,Block 5028
WL20004056,40.93888,-73.77194,10804,P,04/15/2020,02:23 PM,02 PM,67,2004,Westchester County,361190067002004,006700,Census Tract 67,2004,Block 2004
WL20004057,41.187259999999995,-73.73085,10549,M,04/15/2020,02:46 PM,02 PM,130,2027,Westchester County,361190130002027,013000,Census Tract 130,2027,Block 2027
WL20004059,41.07634,-73.8587,10591,P,04/15/2020,03:00 PM,03 PM,115,1022,Westchester County,361190115001022,011500,Census Tract 115,1022,Block 1022
WL20004062,41.02041,-73.66171999999999,10573,M,04/15/2020,04:04 PM,04 PM,104,3012,Fairfield County,090010104003012,010400,Census Tract 104,3012,Block 3012
XL20004571,40.84171,-73.87216,10460,P,04/15/2020,09:26 AM,09 AM,220,1004,Bronx County,360050220001004,022000,Census Tract 220,1004,Block 1004
XL20004577,40.85244,-73.78732,10464,P,04/15/2020,01:24 PM,01 PM,516,1007,Bronx County,360050516001007,051600,Census Tract 516,1007,Block 1007
ML20005257,40.7593,-73.95184,10044,P,04/16/2020,03:44 PM,03 PM,238.01,1011,New York County,360610238011011,023801,Census Tract 238.01,1011,Block 1011
QL20002676,40.74407,-73.83364,11355,M,04/16/2020,12:36 PM,12 PM,803.01,2002,Queens County,360810803012002,080301,Census Tract 803.01,2002,Block 2002
WL20004069,40.9493,-73.89056,10703,P,04/16/2020,09:59 AM,09 AM,8.03,2010,Westchester County,361190008032010,000803,Census Tract 8.03,2010,Block 2010
WL20004070,40.95148,-73.80294,10709,P,04/16/2020,10:50 AM,10 AM,52,2005,Westchester County,361190052002005,005200,Census Tract 52,2005,Block 2005
WL20004071,40.96347,-73.78657,10804,M,04/16/2020,11:12 AM,11 AM,68.01,3022,Westchester County,361190068013022,006801,Census Tract 68.01,3022,Block 3022
WL20004078,41.02957,-73.86665,10533,M,04/16/2020,02:45 PM,02 PM,113,2005,Westchester County,361190113002005,011300,Census Tract 113,2005,Block 2005
WL20004085,40.95483,-73.81043000000001,10709,M,04/16/2020,08:37 PM,08 PM,51,2002,Westchester County,361190051002002,005100,Census Tract 51,2002,Block 2002
WL20004087,40.95743,-73.84733,10710,M,04/16/2020,10:38 PM,10 PM,20,4011,Westchester County,361190020004011,002000,Census Tract 20,4011,Block 4011
XL20004599,40.8459,-73.89169,10457,M,04/16/2020,09:37 AM,09 AM,373,3001,Bronx County,360050373003001,037300,Census Tract 373,3001,Block 3001
XL20004610,40.8446,-73.88574,10460,M,04/16/2020,12:52 PM,12 PM,365.01,2001,Bronx County,360050365012001,036501,Census Tract 365.01,2001,Block 2001
ML20005268,40.768809999999995,-73.95838,10021,M,04/17/2020,10:42 AM,10 AM,126,2000,New York County,360610126002000,012600,Census Tract 126,2000,Block 2000
ML20005270,40.7963,-73.96502,10025,M,04/17/2020,10:59 AM,10 AM,189,6002,New York County,360610189006002,018900,Census Tract 189,6002,Block 6002
ML20005276,40.76124,-73.97089,10022,P,04/17/2020,01:48 PM,01 PM,112.03,2002,New York County,360610112032002,011203,Census Tract 112.03,2002,Block 2002
ML20005286,40.76548,-73.97003000000001,10065,M,04/17/2020,05:57 PM,05 PM,114.01,1000,New York County,360610114011000,011401,Census Tract 114.01,1000,Block 1000
QL20002684,40.74605,-73.76786,11364,M,04/17/2020,09:45 AM,09 AM,1403,1010,Queens County,360811403001010,140300,Census Tract 1403,1010,Block 1010
QL20002686,40.76778,-73.76383,11361,P,04/17/2020,11:15 AM,11 AM,1113,3010,Queens County,360811113003010,111300,Census Tract 1113,3010,Block 3010
WL20004090,41.02105,-73.76868,10605,M,04/17/2020,09:09 AM,09 AM,95,3012,Westchester County,361190095003012,009500,Census Tract 95,3012,Block 3012
WL20004092,40.94101,-73.75005,10538,M,04/17/2020,09:49 AM,09 AM,69,4003,Westchester County,361190069004003,006900,Census Tract 69,4003,Block 4003
WL20004094,40.95521,-73.81218,10709,M,04/17/2020,10:11 AM,10 AM,51,2004,Westchester County,361190051002004,005100,Census Tract 51,2004,Block 2004
WL20004096,40.99255,-73.76091,10583,P,04/17/2020,11:14 AM,11 AM,98,2026,Westchester County,361190098002026,009800,Census Tract 98,2026,Block 2026
WL20004097,40.94741,-73.83131999999999,10708,P,04/17/2020,11:25 AM,11 AM,46,1001,Westchester County,361190046001001,004600,Census Tract 46,1001,Block 1001
WL20004105,41.063359999999996,-73.83738000000001,10591,P,04/17/2020,03:28 PM,03 PM,111.01,1009,Westchester County,361190111011009,011101,Census Tract 111.01,1009,Block 1009
WL20004110,41.06433,-73.84097,10591,M,04/17/2020,06:02 PM,06 PM,111.01,1007,Westchester County,361190111011007,011101,Census Tract 111.01,1007,Block 1007
XL20004628,40.87644,-73.83974,10469,P,04/17/2020,09:01 AM,09 AM,358,2003,Bronx County,360050358002003,035800,Census Tract 358,2003,Block 2003
XL20004633,40.88832,-73.85004,10466,M,04/17/2020,10:44 AM,10 AM,424,2003,Bronx County,360050424002003,042400,Census Tract 424,2003,Block 2003
XL20004635,40.864670000000004,-73.84337,10469,P,04/17/2020,11:05 AM,11 AM,312,1001,Bronx County,360050312001001,031200,Census Tract 312,1001,Block 1001
ML20005309,40.71409,-74.00947,10007,P,04/18/2020,12:21 PM,12 PM,21,1005,New York County,360610021001005,002100,Census Tract 21,1005,Block 1005
ML20005311,40.77053,-73.96844,10065,M,04/18/2020,01:54 PM,01 PM,143,1033,New York County,360610143001033,014300,Census Tract 143,1033,Block 1033
WL20004203,40.98565,-73.81044,10583,M,04/18/2020,09:06 AM,09 AM,49,2001,Westchester County,361190049002001,004900,Census Tract 49,2001,Block 2001
ML20005503,40.766020000000005,-73.96964,10065,M,04/19/2020,01:20 PM,01 PM,114.01,2000,New York County,360610114012000,011401,Census Tract 114.01,2000,Block 2000
WL20004313,40.98265,-73.69595,10580,M,04/19/2020,10:08 PM,10 PM,77,3014,Westchester County,361190077003014,007700,Census Tract 77,3014,Block 3014
XL20004902,40.85157,-73.89329000000001,10457,M,04/19/2020,09:45 AM,09 AM,375.04,1004,Bronx County,360050375041004,037504,Census Tract 375.04,1004,Block 1004
QL20002807,40.774429999999995,-73.84557,11354,M,04/20/2020,09:20 AM,09 AM,919,1002,Queens County,360810919001002,091900,Census Tract 919,1002,Block 1002
QL20002808,40.72318,-73.78345,11432,M,04/20/2020,12:34 PM,12 PM,1277,1009,Queens County,360811277001009,127700,Census Tract 1277,1009,Block 1009
QL20002812,40.77421,-73.90706,11105,P,04/20/2020,06:32 PM,06 PM,113,3002,Queens County,360810113003002,011300,Census Tract 113,3002,Block 3002
QL20002814,40.73238,-73.7367,11427,M,04/20/2020,09:11 PM,09 PM,1301,3008,Queens County,360811301003008,130100,Census Tract 1301,3008,Block 3008
QL20002815,40.72762,-73.82661999999999,11367,M,04/20/2020,11:43 PM,11 PM,779.02,5001,Queens County,360810779025001,077902,Census Tract 779.02,5001,Block 5001
WL20004317,41.03086,-73.86426999999999,10533,M,04/20/2020,09:41 AM,09 AM,113,2008,Westchester County,361190113002008,011300,Census Tract 113,2008,Block 2008
WL20004318,41.14178,-73.76793,10570,M,04/20/2020,09:55 AM,09 AM,121.01,2010,Westchester County,361190121012010,012101,Census Tract 121.01,2010,Block 2010
WL20004319,41.01574,-73.84325,10502,M,04/20/2020,11:30 AM,11 AM,106,1021,Westchester County,361190106001021,010600,Census Tract 106,1021,Block 1021
WL20004320,40.9641,-73.71582,10528,P,04/20/2020,11:57 AM,11 AM,84.04,4013,Westchester County,361190084044013,008404,Census Tract 84.04,4013,Block 4013
WL20004321,41.13207,-73.75391,10570,M,04/20/2020,12:00 PM,12 PM,121.01,1015,Westchester County,361190121011015,012101,Census Tract 121.01,1015,Block 1015
WL20004323,41.04118,-73.74255,10604,M,04/20/2020,12:41 PM,12 PM,87,2004,Westchester County,361190087002004,008700,Census Tract 87,2004,Block 2004
WL20004325,41.15258,-73.76074,10514,M,04/20/2020,02:47 PM,02 PM,131.02,3010,Westchester County,361190131023010,013102,Census Tract 131.02,3010,Block 3010
WL20004326,40.95496,-73.8127,10709,M,04/20/2020,03:25 PM,03 PM,51,2004,Westchester County,361190051002004,005100,Census Tract 51,2004,Block 2004
XL20004915,40.86546,-73.85455,10469,M,04/20/2020,12:32 PM,12 PM,348,4004,Bronx County,360050348004004,034800,Census Tract 348,4004,Block 4004
XL20004924,40.889829999999996,-73.84283,10466,M,04/20/2020,06:25 PM,06 PM,426,1003,Bronx County,360050426001003,042600,Census Tract 426,1003,Block 1003
ML20005540,40.76331,-73.96937,10022,M,04/21/2020,02:52 PM,02 PM,114.02,2003,New York County,360610114022003,011402,Census Tract 114.02,2003,Block 2003
WL20004349,41.00094,-73.66743000000001,10573,P,04/21/2020,09:30 AM,09 AM,79,1002,Westchester County,361190079001002,007900,Census Tract 79,1002,Block 1002
WL20004350,40.99869,-73.75639,10605,M,04/21/2020,09:35 AM,09 AM,97.01,3000,Westchester County,361190097013000,009701,Census Tract 97.01,3000,Block 3000
WL20004351,40.96979,-73.77651,10804,P,04/21/2020,09:41 AM,09 AM,68.01,3006,Westchester County,361190068013006,006801,Census Tract 68.01,3006,Block 3006
WL20004352,41.01696,-73.73746,10605,M,04/21/2020,09:53 AM,09 AM,97.02,2023,Westchester County,361190097022023,009702,Census Tract 97.02,2023,Block 2023
WL20004354,41.15011,-73.77511,10570,M,04/21/2020,11:33 AM,11 AM,122,1006,Westchester County,361190122001006,012200,Census Tract 122,1006,Block 1006
XL20004938,40.813359999999996,-73.81023,10465,P,04/21/2020,09:21 AM,09 AM,118,2023,Bronx County,360050118002023,011800,Census Tract 118,2023,Block 2023
ML20005557,40.84219,-73.93713000000001,10032,M,04/22/2020,09:31 AM,09 AM,253,4005,New York County,360610253004005,025300,Census Tract 253,4005,Block 4005
ML20005558,40.7763,-73.95012,10028,M,04/22/2020,10:42 AM,10 AM,146.01,4000,New York County,360610146014000,014601,Census Tract 146.01,4000,Block 4000
ML20005562,40.73364,-73.98167,10003,P,04/22/2020,11:31 AM,11 AM,48,6001,New York County,360610048006001,004800,Census Tract 48,6001,Block 6001
ML20005563,40.76558,-73.96996,10065,P,04/22/2020,11:43 AM,11 AM,114.01,2000,New York County,360610114012000,011401,Census Tract 114.01,2000,Block 2000
ML20005564,40.74544,-73.9988,10011,P,04/22/2020,12:01 PM,12 PM,93,2000,New York County,360610093002000,009300,Census Tract 93,2000,Block 2000
QL20002829,40.76422,-73.73193,11362,M,04/22/2020,05:26 PM,05 PM,1507.02,2005,Queens County,360811507022005,150702,Census Tract 1507.02,2005,Block 2005
WL20004367,41.02857,-73.7649,10601,M,04/22/2020,09:32 AM,09 AM,94,2006,Westchester County,361190094002006,009400,Census Tract 94,2006,Block 2006
WL20004377,40.98016,-73.86524,10706,P,04/22/2020,03:21 PM,03 PM,9,1001,Westchester County,361190009001001,000900,Census Tract 9,1001,Block 1001
XL20004965,40.89119,-73.84588000000001,10466,P,04/22/2020,08:56 AM,08 AM,426,2001,Bronx County,360050426002001,042600,Census Tract 426,2001,Block 2001
ML20005582,40.75148,-73.99775,10001,P,04/23/2020,09:18 AM,09 AM,103,1009,New York County,360610103001009,010300,Census Tract 103,1009,Block 1009
ML20005586,40.75725,-73.98385999999999,10036,P,04/23/2020,11:05 AM,11 AM,119,1001,New York County,360610119001001,011900,Census Tract 119,1001,Block 1001
ML20005603,40.75687,-73.97516999999999,10020,P,04/23/2020,07:11 PM,07 PM,102,1013,New York County,360610102001013,010200,Census Tract 102,1013,Block 1013
QL20002833,40.7239,-73.82505,11367,P,04/23/2020,11:34 AM,11 AM,779.02,3005,Queens County,360810779023005,077902,Census Tract 779.02,3005,Block 3005
WL20004383,40.944340000000004,-73.76818,10538,M,04/23/2020,09:05 AM,09 AM,70,4001,Westchester County,361190070004001,007000,Census Tract 70,4001,Block 4001
WL20004385,40.97555,-73.82460999999999,10710,P,04/23/2020,09:32 AM,09 AM,21.05,1015,Westchester County,361190021051015,002105,Census Tract 21.05,1015,Block 1015
WL20004388,40.94492,-73.84058,10708,M,04/23/2020,10:49 AM,10 AM,22.02,3015,Westchester County,361190022023015,002202,Census Tract 22.02,3015,Block 3015
WL20004390,40.93428,-73.84655,10708,M,04/23/2020,12:05 PM,12 PM,22.04,3010,Westchester County,361190022043010,002204,Census Tract 22.04,3010,Block 3010
WL20004392,41.15309,-73.79208,10510,M,04/23/2020,12:36 PM,12 PM,118,2031,Westchester County,361190118002031,011800,Census Tract 118,2031,Block 2031
WL20004393,40.95126,-73.73751,10543,P,04/23/2020,12:41 PM,12 PM,72,3007,Westchester County,361190072003007,007200,Census Tract 72,3007,Block 3007
WL20004395,40.99038,-73.68772,10580,M,04/23/2020,01:50 PM,01 PM,77,4012,Westchester County,361190077004012,007700,Census Tract 77,4012,Block 4012
XL20005000,40.891090000000005,-73.84584,10466,P,04/23/2020,12:51 PM,12 PM,426,2001,Bronx County,360050426002001,042600,Census Tract 426,2001,Block 2001
XL20005016,40.88042,-73.8422,10466,P,04/23/2020,08:54 PM,08 PM,460,1007,Bronx County,360050460001007,046000,Census Tract 460,1007,Block 1007
WL20004417,40.99033,-73.81331,10583,M,04/24/2020,08:10 PM,08 PM,107.02,2022,Westchester County,361190107022022,010702,Census Tract 107.02,2022,Block 2022
XL20005025,40.87055,-73.84294,10469,M,04/24/2020,11:52 AM,11 AM,358,5003,Bronx County,360050358005003,035800,Census Tract 358,5003,Block 5003
XL20005040,40.81723,-73.91925,10451,P,04/25/2020,01:04 AM,01 AM,65,3000,Bronx County,360050065003000,006500,Census Tract 65,3000,Block 3000
QL20002849,40.78314,-73.78349,11360,M,04/25/2020,11:24 AM,11 AM,997.05,1010,Queens County,360810997051010,099705,Census Tract 997.05,1010,Block 1010
WL20004421,40.99863,-73.75686,10605,M,04/25/2020,09:18 AM,09 AM,97.01,3000,Westchester County,361190097013000,009701,Census Tract 97.01,3000,Block 3000
WL20004422,40.94757,-73.85613000000001,10701,M,04/25/2020,10:17 AM,10 AM,17,2017,Westchester County,361190017002017,001700,Census Tract 17,2017,Block 2017
WL20004425,41.01748,-73.79984,10530,M,04/25/2020,02:40 PM,02 PM,108.01,2022,Westchester County,361190108012022,010801,Census Tract 108.01,2022,Block 2022
WL20004431,40.98183,-73.87455,10706,M,04/25/2020,05:28 PM,05 PM,102,3009,Westchester County,361190102003009,010200,Census Tract 102,3009,Block 3009
XL20005052,40.89157,-73.84602,10466,P,04/25/2020,12:32 PM,12 PM,426,2001,Bronx County,360050426002001,042600,Census Tract 426,2001,Block 2001
XL20005054,40.86529,-73.89911,10468,M,04/25/2020,02:07 PM,02 PM,265,4001,Bronx County,360050265004001,026500,Census Tract 265,4001,Block 4001
XL20005059,40.83169,-73.8815,10472,M,04/25/2020,04:18 PM,04 PM,56,3002,Bronx County,360050056003002,005600,Census Tract 56,3002,Block 3002
ML20005666,40.76354,-73.98519,10019,P,04/26/2020,06:23 PM,06 PM,131,2003,New York County,360610131002003,013100,Census Tract 131,2003,Block 2003
ML20005684,40.777159999999995,-73.95414,10028,P,04/27/2020,03:08 PM,03 PM,138,1000,New York County,360610138001000,013800,Census Tract 138,1000,Block 1000
ML20005691,40.79331,-73.95184,10029,M,04/27/2020,05:05 PM,05 PM,143,1001,New York County,360610143001001,014300,Census Tract 143,1001,Block 1001
ML20005698,40.72018,-74.01078000000001,10013,P,04/27/2020,09:12 PM,09 PM,39,2001,New York County,360610039002001,003900,Census Tract 39,2001,Block 2001
WL20003995,40.98243,-73.80111,10583,M,04/12/2020,08:47 AM,08 AM,101,3035,Westchester County,361190101003035,010100,Census Tract 101,3035,Block 3035
WL20004462,40.99708,-73.81904,10583,P,04/27/2020,04:59 PM,04 PM,107.01,4015,Westchester County,361190107014015,010701,Census Tract 107.01,4015,Block 4015
WL20004464,40.97061,-73.77433,10804,M,04/27/2020,08:01 PM,08 PM,98,4016,Westchester County,361190098004016,009800,Census Tract 98,4016,Block 4016
XL20005104,40.8349,-73.90296,10456,M,04/27/2020,03:56 PM,03 PM,147.02,2003,Bronx County,360050147022003,014702,Census Tract 147.02,2003,Block 2003
ML20005710,40.859,-73.93074,10040,M,04/28/2020,10:30 AM,10 AM,283,2000,New York County,360610283002000,028300,Census Tract 283,2000,Block 2000
ML20005716,40.7379,-73.98092,10010,M,04/28/2020,04:47 PM,04 PM,64,1000,New York County,360610064001000,006400,Census Tract 64,1000,Block 1000
WL20004472,40.948440000000005,-73.7922,10804,P,04/28/2020,12:30 PM,12 PM,68.02,1011,Westchester County,361190068021011,006802,Census Tract 68.02,1011,Block 1011
WL20004473,41.188829999999996,-73.87069,10562,M,04/28/2020,12:59 PM,12 PM,137,1013,Westchester County,361190137001013,013700,Census Tract 137,1013,Block 1013
WL20004476,41.13908,-73.78528,10570,M,04/28/2020,03:00 PM,03 PM,122,2016,Westchester County,361190122002016,012200,Census Tract 122,2016,Block 2016
WL20004477,41.15832,-73.83821999999999,10510,M,04/28/2020,03:10 PM,03 PM,132.02,2015,Westchester County,361190132022015,013202,Census Tract 132.02,2015,Block 2015
WL20004481,40.91108,-73.8811,10705,M,04/28/2020,06:32 PM,06 PM,14.03,3002,Westchester County,361190014033002,001403,Census Tract 14.03,3002,Block 3002
ML20005732,40.858509999999995,-73.92953,10040,M,04/29/2020,11:27 AM,11 AM,283,2000,New York County,360610283002000,028300,Census Tract 283,2000,Block 2000
ML20005742,40.77669,-73.96289,10075,P,04/29/2020,06:04 PM,06 PM,142,4000,New York County,360610142004000,014200,Census Tract 142,4000,Block 4000
WL20004489,41.16195,-73.86153,10562,P,04/29/2020,09:56 AM,09 AM,133.01,1018,Westchester County,361190133011018,013301,Census Tract 133.01,1018,Block 1018
WL20004502,41.04495,-73.86391,10533,P,04/29/2020,05:06 PM,05 PM,113,5000,Westchester County,361190113005000,011300,Census Tract 113,5000,Block 5000
WL20004504,40.95084,-73.86032,10701,P,04/29/2020,06:33 PM,06 PM,17,2015,Westchester County,361190017002015,001700,Census Tract 17,2015,Block 2015
XL20005147,40.849909999999994,-73.86399,10462,P,04/29/2020,10:15 AM,10 AM,230,2000,Bronx County,360050230002000,023000,Census Tract 230,2000,Block 2000
ML20005754,40.77487,-73.95685999999999,10075,P,04/30/2020,10:19 AM,10 AM,138,9000,New York County,360610138009000,013800,Census Tract 138,9000,Block 9000
ML20005757,40.765809999999995,-73.95336999999999,10021,P,04/30/2020,12:43 PM,12 PM,124,7001,New York County,360610124007001,012400,Census Tract 124,7001,Block 7001
ML20005758,40.73918,-73.98976,10003,M,04/30/2020,01:02 PM,01 PM,52,1000,New York County,360610052001000,005200,Census Tract 52,1000,Block 1000
QL20002895,40.75627,-73.78045,11361,M,04/30/2020,07:06 PM,07 PM,1451.02,2003,Queens County,360811451022003,145102,Census Tract 1451.02,2003,Block 2003
WL20004511,40.95394,-73.88388,10703,M,04/30/2020,12:17 PM,12 PM,8.03,1007,Westchester County,361190008031007,000803,Census Tract 8.03,1007,Block 1007
WL20004520,41.04493,-73.84437,10533,M,04/30/2020,03:17 PM,03 PM,111.01,1063,Westchester County,361190111011063,011101,Census Tract 111.01,1063,Block 1063
WL20004523,40.983940000000004,-73.87505,10706,P,04/30/2020,04:46 PM,04 PM,102,4019,Westchester County,361190102004019,010200,Census Tract 102,4019,Block 4019
XL20005174,40.84171,-73.87216,10460,P,04/30/2020,03:49 PM,03 PM,220,1004,Bronx County,360050220001004,022000,Census Tract 220,1004,Block 1004
QL20002903,40.755829999999996,-73.94188,11101,P,05/01/2020,03:48 PM,03 PM,85,2000,Queens County,360810085002000,008500,Census Tract 85,2000,Block 2000
WL20004530,40.98421,-73.77521,10583,M,05/01/2020,09:42 AM,09 AM,98,1006,Westchester County,361190098001006,009800,Census Tract 98,1006,Block 1006
WL20004536,41.02041,-73.66171999999999,10573,M,05/01/2020,01:29 PM,01 PM,104,3012,Fairfield County,090010104003012,010400,Census Tract 104,3012,Block 3012
WL20004548,41.02,-73.81455,10530,M,05/02/2020,12:35 AM,12 AM,108.01,2002,Westchester County,361190108012002,010801,Census Tract 108.01,2002,Block 2002
ML20005815,40.71472,-73.99198,10002,M,05/02/2020,10:18 AM,10 AM,16,5006,New York County,360610016005006,001600,Census Tract 16,5006,Block 5006
ML20005829,40.76027,-73.96549,10022,P,05/02/2020,05:40 PM,05 PM,108,6001,New York County,360610108006001,010800,Census Tract 108,6001,Block 6001
QL20002912,40.76383,-73.91946999999999,11103,P,05/02/2020,08:09 PM,08 PM,63,3000,Queens County,360810063003000,006300,Census Tract 63,3000,Block 3000
WL20004555,41.31813,-73.7918,10598,M,05/02/2020,12:40 PM,12 PM,148.11,2010,Westchester County,361190148112010,014811,Census Tract 148.11,2010,Block 2010
WL20004557,41.01144,-73.74157,10605,M,05/02/2020,01:46 PM,01 PM,97.03,4001,Westchester County,361190097034001,009703,Census Tract 97.03,4001,Block 4001
WL20004568,40.9826,-73.83161,10710,M,05/02/2020,08:34 PM,08 PM,21.01,1003,Westchester County,361190021011003,002101,Census Tract 21.01,1003,Block 1003
WL20004570,40.99827,-73.77853,10583,M,05/02/2020,10:19 PM,10 PM,99,3000,Westchester County,361190099003000,009900,Census Tract 99,3000,Block 3000
ML20005850,40.757709999999996,-73.97718,10022,M,05/03/2020,10:08 AM,10 AM,94,1001,New York County,360610094001001,009400,Census Tract 94,1001,Block 1001
ML20005852,40.7653,-73.96576,10065,P,05/03/2020,10:30 AM,10 AM,120,2001,New York County,360610120002001,012000,Census Tract 120,2001,Block 2001
